1,1,182,52,1000,10,1,1607007117,1607007117
2,1,210,95,1000,10,1,1607007117,1607007117
3,1,223,147,1000,10,1,1607007117,1607007117
4,2,187,99,1000,10,1,1607007117,1607007117
5,2,223,0,1000,10,1,1607007117,1607007117
6,3,171,53,1000,10,1,1607007117,1607007117
7,3,198,95,1000,10,1,1607007117,1607007117
8,3,258,170,1000,10,1,1607007117,1607007117
9,4,175,53,1000,10,1,1607007117,1607007117
10,4,198,95,1000,10,1,1607007117,1607007117
11,4,258,170,1000,10,1,1607007117,1607007117
12,5,182,58,1000,10,1,1607007117,1607007117
13,5,210,0,1000,10,1,1607007117,1607007117
14,6,187,99,1000,10,1,1607007117,1607007117
15,7,171,30,1000,10,1,1607007117,1607007117
16,7,204,55,1000,10,1,1607007117,1607007117
17,8,117,10,1000,10,1,1607007117,1607007117
18,8,145,20,1000,10,1,1607007117,1607007117
19,8,182,55,1000,10,1,1607007117,1607007117
20,8,210,100,1000,10,1,1607007117,1607007117
21,8,260,138,1000,10,1,1607007117,1607007117
22,9,117,10,1000,10,1,1607007117,1607007117
23,9,182,52,1000,10,1,1607007117,1607007117
24,9,210,95,1000,10,1,1607007117,1607007117
25,9,262,170,1000,10,1,1607007117,1607007117
26,10,127,60,1000,10,1,1607007117,1607007117
27,10,138,62,1000,10,1,1607007117,1607007117
28,10,164,115,1000,10,1,1607007117,1607007117
29,11,182,58,1000,10,1,1607007117,1607007117
30,11,210,0,1000,10,1,1607007117,1607007117
31,12,182,0,1000,10,1,1607007117,1607007117
32,12,210,0,1000,10,1,1607007117,1607007117
33,13,150,59,1000,10,1,1607007117,1607007117
34,13,182,99,1000,10,1,1607007117,1607007117
35,14,182,58,1000,10,1,1607007117,1607007117
36,14,210,0,1000,10,1,1607007117,1607007117
37,15,16,30,1000,10,1,1607007117,1607007117
38,15,51,120,1000,10,1,1607007117,1607007117
39,16,16,0,1000,10,1,1607007117,1607007117
40,16,27,49,1000,10,1,1607007117,1607007117
41,16,51,0,1000,10,1,1607007117,1607007117
42,17,16,30,1000,10,1,1607007117,1607007117
43,17,27,0,1000,10,1,1607007117,1607007117
44,17,51,0,1000,10,1,1607007117,1607007117
45,18,171,86,1000,10,1,1607007117,1607007117
46,19,171,86,1000,10,1,1607007117,1607007117
47,20,138,40,1000,10,1,1607007117,1607007117
48,21,138,40,1000,10,1,1607007117,1607007117
49,22,182,49,1000,10,1,1607007117,1607007117
50,22,210,80,1000,10,1,1607007117,1607007117
51,23,150,0,1000,10,1,1607007117,1607007117
52,23,177,0,1000,10,1,1607007117,1607007117
53,23,198,0,1000,10,1,1607007117,1607007117
54,23,255,0,1000,10,1,1607007117,1607007117
55,23,120,0,1000,10,1,1607007117,1607007117
56,24,120,10,1000,10,1,1607007117,1607007117
57,24,181,50,1000,10,1,1607007117,1607007117
58,24,198,85,1000,10,1,1607007117,1607007117
59,24,258,150,1000,10,1,1607007117,1607007117
60,25,157,30,1000,10,1,1607007117,1607007117
61,25,182,49,1000,10,1,1607007117,1607007117
62,25,198,68,1000,10,1,1607007117,1607007117
63,26,115,10,1000,10,1,1607007117,1607007117
64,26,144,20,1000,10,1,1607007117,1607007117
65,26,182,52,1000,10,1,1607007117,1607007117
66,26,210,97,1000,10,1,1607007117,1607007117
67,26,223,149,1000,10,1,1607007117,1607007117
68,27,198,80,1000,10,1,1607007117,1607007117
69,28,144,20,1000,10,1,1607007117,1607007117
70,28,182,45,1000,10,1,1607007117,1607007117
71,28,210,90,1000,10,1,1607007117,1607007117
72,29,150,20,1000,10,1,1607007117,1607007117
73,29,182,52,1000,10,1,1607007117,1607007117
74,29,210,97,1000,10,1,1607007117,1607007117
75,29,223,149,1000,10,1,1607007117,1607007117
76,30,182,30,1000,10,1,1607007117,1607007117
77,30,204,55,1000,10,1,1607007117,1607007117
78,30,263,90,1000,10,1,1607007117,1607007117
79,31,121,0,1000,10,1,1607007117,1607007117
80,31,138,0,1000,10,1,1607007117,1607007117
81,31,171,36,1000,10,1,1607007117,1607007117
82,31,198,0,1000,10,1,1607007117,1607007117
83,32,121,10,1000,10,1,1607007117,1607007117
84,32,171,40,1000,10,1,1607007117,1607007117
85,33,138,70,1000,10,1,1607007117,1607007117
86,33,168,110,1000,10,1,1607007117,1607007117
87,33,198,190,1000,10,1,1607007117,1607007117
88,34,138,90,1000,10,1,1607007117,1607007117
89,34,171,160,1000,10,1,1607007117,1607007117
90,35,138,0,1000,10,1,1607007117,1607007117
91,35,164,175,1000,10,1,1607007117,1607007117
92,35,182,210,1000,10,1,1607007117,1607007117
93,36,138,0,1000,10,1,1607007117,1607007117
94,36,164,120,1000,10,1,1607007117,1607007117
95,37,138,70,1000,10,1,1607007117,1607007117
96,37,168,110,1000,10,1,1607007117,1607007117
97,37,198,190,1000,10,1,1607007117,1607007117
98,37,270,380,1000,10,1,1607007117,1607007117
99,38,138,0,1000,10,1,1607007117,1607007117
100,38,164,0,1000,10,1,1607007117,1607007117
101,38,182,0,1000,10,1,1607007117,1607007117
102,39,270,380,1000,10,1,1607007117,1607007117
103,40,164,120,1000,10,1,1607007117,1607007117
104,41,171,57,1000,10,1,1607007117,1607007117
105,42,171,50,1000,10,1,1607007117,1607007117
106,43,171,90,1000,10,1,1607007117,1607007117
107,44,120,10,1000,10,1,1607007117,1607007117
108,44,155,20,1000,10,1,1607007117,1607007117
109,44,182,45,1000,10,1,1607007117,1607007117
110,44,210,90,1000,10,1,1607007117,1607007117
111,45,123,0,1000,10,1,1607007117,1607007117
112,45,182,50,1000,10,1,1607007117,1607007117
113,45,210,94,1000,10,1,1607007117,1607007117
114,46,171,50,1000,10,1,1607007117,1607007117
115,46,198,97,1000,10,1,1607007117,1607007117
116,47,171,50,1000,10,1,1607007117,1607007117
117,47,198,95,1000,10,1,1607007117,1607007117
118,48,182,0,1000,10,1,1607007117,1607007117
119,49,164,55,1000,10,1,1607007117,1607007117
120,49,194,98,1000,10,1,1607007117,1607007117
121,50,171,50,1000,10,1,1607007117,1607007117
122,50,201,90,1000,10,1,1607007117,1607007117
123,51,150,39,1000,10,1,1607007117,1607007117
124,51,182,73,1000,10,1,1607007117,1607007117
125,51,210,130,1000,10,1,1607007117,1607007117
126,52,123,30,1000,10,1,1607007117,1607007117
127,52,182,89,1000,10,1,1607007117,1607007117
128,53,138,50,1000,10,1,1607007117,1607007117
129,53,171,80,1000,10,1,1607007117,1607007117
130,54,210,85,1000,10,1,1607007117,1607007117
131,54,260,170,1000,10,1,1607007117,1607007117
132,54,182,45,1000,10,1,1607007117,1607007117
133,55,182,45,1000,10,1,1607007117,1607007117
134,56,182,90,1000,10,1,1607007117,1607007117
135,56,257,0,1000,10,1,1607007117,1607007117
136,57,182,35,1000,10,1,1607007117,1607007117
137,58,194,96,1000,10,1,1607007117,1607007117
138,59,15,35,1000,10,1,1607007117,1607007117
139,59,27,65,1000,10,1,1607007117,1607007117
140,59,47,125,1000,10,1,1607007117,1607007117
141,59,54,0,1000,10,1,1607007117,1607007117
142,59,63,280,1000,10,1,1607007117,1607007117
143,60,25,45,1000,10,1,1607007117,1607007117
144,61,13,20,1000,10,1,1607007117,1607007117
145,61,28,44,1000,10,1,1607007117,1607007117
146,61,42,88,1000,10,1,1607007117,1607007117
147,61,53,134,1000,10,1,1607007117,1607007117
148,61,60,199,1000,10,1,1607007117,1607007117
149,62,25,39,1000,10,1,1607007117,1607007117
150,62,36,84,1000,10,1,1607007117,1607007117
151,62,54,167,1000,10,1,1607007117,1607007117
152,63,25,0,1000,10,1,1607007117,1607007117
153,63,36,84,1000,10,1,1607007117,1607007117
154,63,54,167,1000,10,1,1607007117,1607007117
155,64,27,65,1000,10,1,1607007117,1607007117
156,64,47,125,1000,10,1,1607007117,1607007117
157,64,63,280,1000,10,1,1607007117,1607007117
158,65,47,125,1000,10,1,1607007117,1607007117
159,66,42,88,1000,10,1,1607007117,1607007117
160,67,41,50,1000,10,1,1607007117,1607007117
161,67,63,150,1000,10,1,1607007117,1607007117
162,68,51,100,1000,10,1,1607007117,1607007117
163,68,63,180,1000,10,1,1607007117,1607007117
164,69,20,45,1000,10,1,1607007117,1607007117
165,70,15,40,1000,10,1,1607007117,1607007117
166,70,27,78,1000,10,1,1607007117,1607007117
167,70,47,138,1000,10,1,1607007117,1607007117
168,70,54,0,1000,10,1,1607007117,1607007117
169,70,63,295,1000,10,1,1607007117,1607007117
170,71,13,40,1000,10,1,1607007117,1607007117
171,71,25,74,1000,10,1,1607007117,1607007117
172,71,42,0,1000,10,1,1607007117,1607007117
173,71,361,275,1000,10,1,1607007117,1607007117
174,72,27,52,1000,10,1,1607007117,1607007117
175,73,20,39,1000,10,1,1607007117,1607007117
176,73,36,75,1000,10,1,1607007117,1607007117
177,73,51,0,1000,10,1,1607007117,1607007117
178,74,25,38,1000,10,1,1607007117,1607007117
179,74,44,87,1000,10,1,1607007117,1607007117
180,74,78,87,1000,10,1,1607007117,1607007117
181,75,27,0,1000,10,1,1607007117,1607007117
182,75,47,0,1000,10,1,1607007117,1607007117
183,76,44,0,1000,10,1,1607007117,1607007117
184,77,10,10,1000,10,1,1607007117,1607007117
